start,duration,direction,throughput
0.318515,1.2e-05,0,5.145429
0.330558,1.2e-05,0,5.131254
0.342438,1.2e-05,0,5.131254
0.354525,1.2e-05,0,5.130812
0.366359,1.2e-05,0,5.131254
0.378211,1.2e-05,0,5.145429
0.390377,1.2e-05,0,5.131254
0.40227,1.2e-05,0,5.131254
0.414115,1.2e-05,0,5.131254
0.426022,1.2e-05,0,5.131254
0.437873,1.2e-05,0,5.131254
0.449717,1.2e-05,0,5.007111
0.461558,1.2e-05,0,5.131254
0.473388,1.2e-05,0,5.131254
0.485231,1.2e-05,0,5.131254
0.497101,1.2e-05,0,5.131254
0.509016,1.2e-05,0,5.007111
0.520921,1.2e-05,0,5.131254
0.532774,1.2e-05,0,5.131254
0.544613,1.2e-05,0,5.130812
0.556532,1.2e-05,0,5.131254
0.568396,1.2e-05,0,5.131254
0.580265,1.2e-05,0,5.131254
0.592166,1.2e-05,0,5.130812
0.604193,1.2e-05,0,5.145429
0.616053,1.2e-05,0,5.131254
0.627948,1.2e-05,0,5.130812
0.639867,1.2e-05,0,5.007111
0.651779,1.2e-05,0,5.131254
0.663606,1.2e-05,0,5.145429
0.675578,1.2e-05,0,5.117157
0.687436,1.2e-05,0,5.131254
0.699376,1.2e-05,0,5.131254
0.711209,1.2e-05,0,5.131254
0.723063,1.2e-05,0,5.131254
0.734912,1.2e-05,0,5.131254
0.746815,1.2e-05,0,5.131254
0.75868,1.2e-05,0,5.131254
0.770543,1.2e-05,0,5.145429
0.782388,1.2e-05,0,5.131254
0.794447,1.2e-05,0,5.131254
0.806309,1.2e-05,0,5.145429
0.818177,1.2e-05,0,5.131254
0.830206,1.2e-05,0,5.020607
0.842154,1.2e-05,0,5.131254
0.854004,1.2e-05,0,5.131254
0.865852,1.2e-05,0,5.145429
0.877761,1.2e-05,0,5.131254
0.889691,1.2e-05,0,5.145429
0.901524,1.2e-05,0,5.131254
0.913451,1.2e-05,0,5.020607
0.925273,1.2e-05,0,5.130812
0.937178,1.2e-05,0,5.131254
0.949071,1.2e-05,0,5.131254
0.960975,1.2e-05,0,5.131254
0.972827,1.2e-05,0,5.130812
0.984734,1.2e-05,0,5.020607
0.996574,1.2e-05,0,5.131254
1.00847,1.2e-05,0,5.131254
1.020323,1.2e-05,0,5.117157
1.032393,1.2e-05,0,5.131254
1.044293,1.2e-05,0,5.089194
1.056134,1.2e-05,0,5.131254
1.068018,1.2e-05,0,5.145429
1.079918,1.2e-05,0,5.131254
1.091819,1.2e-05,0,5.145429
1.103719,1.2e-05,0,5.130812
1.115627,1.2e-05,0,5.131254
1.127569,1.2e-05,0,5.131254
1.139461,1.2e-05,0,5.117157
1.151322,1.2e-05,0,5.131254
1.163261,1.2e-05,0,5.131254
1.175113,1.2e-05,0,5.145429
1.187002,1.2e-05,0,5.131254
1.198937,1.2e-05,0,5.130812
1.210808,1.2e-05,0,5.131254
1.222837,1.2e-05,0,5.130812
1.234752,1.2e-05,0,5.131254
1.246618,1.2e-05,0,5.131254
1.258659,1.2e-05,0,5.131254
1.270495,1.2e-05,0,5.145429
1.282372,1.2e-05,0,5.131254
1.294295,1.2e-05,0,5.131254
1.30613,1.2e-05,0,5.131254
1.318011,1.2e-05,0,5.131254
1.329857,1.2e-05,0,5.131254
1.341718,1.2e-05,0,5.130812
1.353587,1.2e-05,0,5.131254
1.365529,1.2e-05,0,5.131254
1.377395,1.2e-05,0,5.145429
1.389312,1.2e-05,0,5.131254
1.401199,1.2e-05,0,5.131254
1.413056,1.2e-05,0,5.020607
1.425101,1.2e-05,0,5.131254
1.43715,1.2e-05,0,5.131254
1.449228,1.2e-05,0,5.131254
1.461064,1.2e-05,0,5.131254
1.472985,1.2e-05,0,5.131254
1.48487,1.2e-05,0,5.131254
1.496737,1.2e-05,0,5.145429
1.508604,1.2e-05,0,5.117157
1.520655,1.2e-05,0,5.047819
1.532588,1.2e-05,0,5.007111
1.54443,1.2e-05,0,5.131254
1.556326,1.2e-05,0,5.131254
1.568183,1.2e-05,0,5.131254
1.580005,1.2e-05,0,5.145429
1.591922,1.2e-05,0,5.145429
1.603856,1.2e-05,0,5.130812
1.61569,1.2e-05,0,5.061536
1.627516,1.2e-05,0,5.116718
1.639415,1.2e-05,0,5.131254
1.65127,1.2e-05,0,5.131254
1.663215,1.2e-05,0,5.131254
1.675038,1.2e-05,0,5.131254
1.687112,1.2e-05,0,5.145429
1.698964,1.2e-05,0,5.130812
1.710917,1.2e-05,0,5.131254
1.722767,1.2e-05,0,5.131254
1.734678,1.2e-05,0,5.131254
1.746814,1.2e-05,0,5.131254
1.758675,1.2e-05,0,5.131254
1.770508,1.2e-05,0,5.131254
1.782575,1.2e-05,0,5.020607
1.794524,1.2e-05,0,5.131254
1.806352,1.2e-05,0,5.131254
1.81821,1.2e-05,0,5.130812
1.830116,1.2e-05,0,5.145429
1.841954,1.2e-05,0,5.131254
1.853777,1.2e-05,0,5.131254
1.865718,1.2e-05,0,5.131254
1.87764,1.2e-05,0,5.130812
1.889503,1.2e-05,0,5.131254
1.901404,1.2e-05,0,5.131254
1.913242,1.2e-05,0,5.131254
1.925109,1.2e-05,0,5.117157
1.937046,1.2e-05,0,5.131254
1.948884,1.2e-05,0,5.131254
1.960898,1.2e-05,0,5.131254
1.972815,1.2e-05,0,5.145429
1.98472,1.2e-05,0,5.131254
1.996745,1.2e-05,0,5.131254
2.008581,1.2e-05,0,5.131254
2.020433,1.2e-05,0,5.020607
2.032282,1.2e-05,0,5.131254
2.044117,1.2e-05,0,5.117157
2.056023,1.2e-05,0,5.145429
2.068013,1.2e-05,0,5.145429
2.080097,1.2e-05,0,5.131254
2.091941,1.2e-05,0,5.145429
2.103826,1.2e-05,0,5.145429
2.115669,1.2e-05,0,5.020607
2.127533,1.2e-05,0,5.144984
2.139547,1.2e-05,0,5.130812
2.151466,1.2e-05,0,5.131254
2.163373,1.2e-05,0,5.131254
2.175208,1.2e-05,0,5.130812
2.187056,1.2e-05,0,5.007111
2.198918,1.2e-05,0,5.131254
2.210788,1.2e-05,0,5.131254
2.222693,1.2e-05,0,5.131254
2.234516,1.2e-05,0,5.145429
2.246428,1.2e-05,0,5.131254
2.258297,1.2e-05,0,5.131254
2.270196,1.2e-05,0,5.130812
2.282109,1.2e-05,0,5.131254
2.293953,1.2e-05,0,5.131254
2.305795,1.2e-05,0,5.131254
2.317632,1.2e-05,0,5.130812
2.329477,1.2e-05,0,5.131254
2.341371,1.2e-05,0,5.131254
2.353333,1.2e-05,0,5.131254
2.365167,1.2e-05,0,5.131254
2.377071,1.2e-05,0,5.130812
2.389128,1.2e-05,0,5.131254
2.400958,1.2e-05,0,5.145429
2.413113,1.2e-05,0,5.117157
2.425009,1.2e-05,0,5.131254
2.436846,1.2e-05,0,5.131254
2.448684,1.2e-05,0,5.145429
2.460575,1.2e-05,0,5.131254
2.472473,1.2e-05,0,5.131254
2.484371,1.2e-05,0,5.034176
2.49617,1.2e-05,0,5.131254
2.508374,1.2e-05,0,5.131254
