==10756== NVPROF is profiling process 10756, command: ./bin/CoMD-cuda -e -x 40 -y 40 -z 40 2>&1 > /dev/null
==10756== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==10756== Profiling application: ./bin/CoMD-cuda -e -x 40 -y 40 -z 40 2>&1 > /dev/null
==10756== Profiling result:
==10756== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla P100-PCIE-12GB (0)","AdvancePosition(SimGpuSt, double)",100,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.033740%,0.050582%,0.042282%
"Tesla P100-PCIE-12GB (0)","void EAM_Force_thread_atom<int=3, bool=0>(SimGpuSt, AtomList)",101,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.040338%,0.043454%,0.042427%
"Tesla P100-PCIE-12GB (0)","void CompactAtoms<int=0>(SimGpuSt, int, int*)",101,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.044583%,0.052237%,0.048234%
"Tesla P100-PCIE-12GB (0)","void EAM_Force_thread_atom<int=1, bool=0>(SimGpuSt, AtomList)",101,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.036542%,0.040081%,0.038843%
"Tesla P100-PCIE-12GB (0)","emptyNeighborListGpuKernel(SimGpuSt, int)",1,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.404003%,0.404003%,0.404003%
"Tesla P100-PCIE-12GB (0)","SetLinearIndices(SimGpuSt, int, int, int*)",101,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.112010%,1.295111%,0.337927%
"Tesla P100-PCIE-12GB (0)","UpdateBoundaryList(SimGpuSt, AtomList, int, int*, int*)",202,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.475692%,1.258243%,0.711646%
"Tesla P100-PCIE-12GB (0)","updateNAtoms(int*, int*, int)",606,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.172134%,0.327942%,0.261899%
"Tesla P100-PCIE-12GB (0)","fill(int*, int, int*, int*)",2020,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.004375%,0.174785%,0.056754%
"Tesla P100-PCIE-12GB (0)","ShuffleAtomsData(SimGpuSt, int, int, int*, int, int*)",101,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.081275%,0.108471%,0.097388%
"Tesla P100-PCIE-12GB (0)","SetLinearIndices(SimGpuSt, int, int*, int*)",101,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.282090%,0.870029%,0.457339%
"Tesla P100-PCIE-12GB (0)","UpdateAtomList(SimGpuSt, AtomList, int, int*)",101,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.569346%,1.525598%,1.080301%
"Tesla P100-PCIE-12GB (0)","LoadForceBuffer(ForceMsgSt*, int, int*, SimGpuSt, int*)",606,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.212398%,1.053094%,0.462027%
"Tesla P100-PCIE-12GB (0)","void cub::DeviceScanInitKernel<cub::ScanTileState<int, bool=1>>(int, int)",2222,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.000000%,0.049938%,0.021979%
