power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.94 W, 0 MiB, 0 %, 0 %
24.90 W, 18 MiB, 0 %, 0 %
116.56 W, 455 MiB, 41 %, 10 %
123.04 W, 455 MiB, 41 %, 10 %
124.25 W, 455 MiB, 100 %, 32 %
124.01 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
124.01 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
123.52 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
123.52 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.50 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
123.77 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
124.01 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.05 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
123.77 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.81 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
123.52 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
124.25 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
124.98 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
124.74 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.22 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
126.19 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.47 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
126.19 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
125.95 W, 455 MiB, 100 %, 32 %
125.71 W, 455 MiB, 100 %, 32 %
