power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.45 W, 0 MiB, 0 %, 0 %
30.27 W, 61 MiB, 0 %, 0 %
41.47 W, 297 MiB, 7 %, 0 %
41.72 W, 297 MiB, 100 %, 6 %
41.96 W, 297 MiB, 100 %, 6 %
41.47 W, 297 MiB, 100 %, 6 %
41.72 W, 297 MiB, 100 %, 6 %
41.23 W, 297 MiB, 100 %, 6 %
40.50 W, 297 MiB, 100 %, 6 %
40.25 W, 297 MiB, 100 %, 6 %
39.76 W, 297 MiB, 100 %, 6 %
39.28 W, 297 MiB, 100 %, 5 %
38.55 W, 297 MiB, 100 %, 5 %
37.81 W, 297 MiB, 100 %, 5 %
37.57 W, 297 MiB, 100 %, 5 %
36.84 W, 297 MiB, 100 %, 4 %
36.37 W, 297 MiB, 100 %, 3 %
35.63 W, 297 MiB, 100 %, 3 %
34.90 W, 297 MiB, 100 %, 3 %
33.44 W, 297 MiB, 100 %, 2 %
32.46 W, 265 MiB, 100 %, 2 %
2.1056134700775146
