power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.45 W, 0 MiB, 0 %, 0 %
31.00 W, 263 MiB, 0 %, 0 %
31.98 W, 463 MiB, 8 %, 0 %
65.78 W, 463 MiB, 8 %, 0 %
32.47 W, 463 MiB, 15 %, 14 %
79.82 W, 463 MiB, 44 %, 32 %
71.34 W, 463 MiB, 44 %, 32 %
79.33 W, 463 MiB, 59 %, 29 %
34.41 W, 463 MiB, 84 %, 35 %
96.78 W, 463 MiB, 84 %, 35 %
80.78 W, 463 MiB, 51 %, 30 %
33.68 W, 463 MiB, 51 %, 30 %
53.39 W, 463 MiB, 47 %, 30 %
97.26 W, 463 MiB, 55 %, 38 %
56.77 W, 463 MiB, 55 %, 38 %
47.81 W, 463 MiB, 61 %, 37 %
1.6648504734039307
