power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.45 W, 0 MiB, 0 %, 0 %
31.00 W, 265 MiB, 0 %, 0 %
34.17 W, 513 MiB, 10 %, 1 %
34.17 W, 383 MiB, 91 %, 6 %
34.41 W, 511 MiB, 91 %, 6 %
34.90 W, 383 MiB, 87 %, 6 %
34.41 W, 383 MiB, 87 %, 6 %
34.90 W, 383 MiB, 80 %, 5 %
34.66 W, 383 MiB, 65 %, 5 %
34.41 W, 383 MiB, 65 %, 5 %
34.17 W, 383 MiB, 57 %, 4 %
34.41 W, 513 MiB, 50 %, 4 %
33.68 W, 383 MiB, 50 %, 4 %
34.66 W, 383 MiB, 46 %, 3 %
34.41 W, 383 MiB, 46 %, 3 %
34.41 W, 513 MiB, 44 %, 3 %
34.66 W, 383 MiB, 40 %, 3 %
33.92 W, 383 MiB, 40 %, 3 %
33.68 W, 383 MiB, 39 %, 3 %
34.41 W, 383 MiB, 39 %, 3 %
32.95 W, 383 MiB, 38 %, 3 %
34.90 W, 383 MiB, 34 %, 3 %
34.41 W, 383 MiB, 34 %, 3 %
34.17 W, 383 MiB, 34 %, 3 %
34.41 W, 383 MiB, 34 %, 3 %
34.90 W, 383 MiB, 34 %, 3 %
33.44 W, 383 MiB, 31 %, 3 %
34.66 W, 383 MiB, 31 %, 3 %
33.44 W, 383 MiB, 31 %, 3 %
32.95 W, 511 MiB, 31 %, 3 %
34.90 W, 513 MiB, 31 %, 3 %
35.15 W, 513 MiB, 28 %, 2 %
32.70 W, 383 MiB, 28 %, 2 %
33.19 W, 383 MiB, 28 %, 2 %
33.68 W, 383 MiB, 28 %, 2 %
34.66 W, 383 MiB, 28 %, 2 %
35.15 W, 513 MiB, 25 %, 2 %
33.44 W, 383 MiB, 29 %, 3 %
34.90 W, 383 MiB, 29 %, 3 %
32.95 W, 383 MiB, 26 %, 2 %
34.90 W, 383 MiB, 27 %, 2 %
33.44 W, 383 MiB, 27 %, 2 %
34.66 W, 513 MiB, 27 %, 2 %
35.39 W, 383 MiB, 27 %, 2 %
34.17 W, 383 MiB, 24 %, 2 %
33.44 W, 383 MiB, 26 %, 2 %
33.19 W, 383 MiB, 26 %, 2 %
32.70 W, 383 MiB, 26 %, 2 %
32.70 W, 383 MiB, 23 %, 2 %
32.70 W, 383 MiB, 23 %, 2 %
32.70 W, 383 MiB, 26 %, 2 %
