power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.45 W, 0 MiB, 0 %, 0 %
30.76 W, 63 MiB, 0 %, 0 %
55.10 W, 455 MiB, 0 %, 0 %
33.92 W, 455 MiB, 49 %, 7 %
31.73 W, 455 MiB, 22 %, 3 %
32.95 W, 455 MiB, 22 %, 3 %
39.76 W, 455 MiB, 47 %, 14 %
36.12 W, 455 MiB, 47 %, 14 %
54.12 W, 455 MiB, 35 %, 15 %
65.05 W, 455 MiB, 27 %, 12 %
45.86 W, 455 MiB, 27 %, 12 %
49.49 W, 455 MiB, 42 %, 17 %
42.45 W, 455 MiB, 42 %, 17 %
35.15 W, 455 MiB, 41 %, 19 %
32.22 W, 455 MiB, 33 %, 19 %
31.97 W, 455 MiB, 33 %, 19 %
1.607079029083252
