power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.45 W, 0 MiB, 0 %, 0 %
30.76 W, 263 MiB, 0 %, 0 %
32.46 W, 571 MiB, 3 %, 0 %
57.01 W, 571 MiB, 62 %, 10 %
33.68 W, 571 MiB, 62 %, 10 %
31.97 W, 571 MiB, 48 %, 7 %
53.88 W, 571 MiB, 48 %, 7 %
33.92 W, 571 MiB, 24 %, 7 %
36.59 W, 571 MiB, 36 %, 9 %
33.19 W, 571 MiB, 36 %, 9 %
58.72 W, 571 MiB, 43 %, 16 %
31.73 W, 571 MiB, 43 %, 16 %
40.25 W, 571 MiB, 28 %, 15 %
31.73 W, 571 MiB, 37 %, 16 %
32.70 W, 571 MiB, 37 %, 16 %
39.76 W, 571 MiB, 37 %, 16 %
49.25 W, 571 MiB, 38 %, 16 %
31.97 W, 571 MiB, 38 %, 16 %
40.01 W, 571 MiB, 38 %, 16 %
68.92 W, 571 MiB, 38 %, 16 %
64.81 W, 571 MiB, 48 %, 30 %
31.73 W, 571 MiB, 32 %, 15 %
32.70 W, 571 MiB, 32 %, 15 %
2.3945059776306152
