power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.45 W, 0 MiB, 0 %, 0 %
27.59 W, 23 MiB, 0 %, 0 %
31.49 W, 265 MiB, 1 %, 0 %
31.97 W, 265 MiB, 2 %, 0 %
31.98 W, 265 MiB, 2 %, 0 %
34.17 W, 585 MiB, 7 %, 1 %
31.97 W, 585 MiB, 7 %, 1 %
31.98 W, 585 MiB, 11 %, 2 %
31.98 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.97 W, 585 MiB, 0 %, 0 %
31.97 W, 585 MiB, 0 %, 0 %
31.97 W, 585 MiB, 0 %, 0 %
31.97 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.97 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.97 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.98 W, 585 MiB, 0 %, 0 %
31.97 W, 585 MiB, 0 %, 0 %
2.4659671783447266
