power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.94 W, 0 MiB, 0 %, 0 %
23.94 W, 0 MiB, 0 %, 0 %
23.94 W, 0 MiB, 0 %, 0 %
23.94 W, 18 MiB, 0 %, 0 %
32.95 W, 1001 MiB, 1 %, 0 %
62.37 W, 1001 MiB, 78 %, 12 %
61.88 W, 1001 MiB, 78 %, 12 %
61.88 W, 1001 MiB, 100 %, 28 %
61.88 W, 1001 MiB, 100 %, 28 %
62.37 W, 1001 MiB, 100 %, 28 %
61.88 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 27 %
61.40 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 27 %
62.13 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.40 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 27 %
62.13 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 28 %
61.40 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 27 %
61.65 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.40 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.40 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 27 %
61.15 W, 1001 MiB, 100 %, 27 %
61.40 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 28 %
61.64 W, 1001 MiB, 100 %, 28 %
61.15 W, 1001 MiB, 100 %, 27 %
61.15 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 27 %
61.88 W, 1001 MiB, 100 %, 27 %
61.64 W, 1001 MiB, 100 %, 28 %
