power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
23.45 W, 0 MiB, 0 %, 0 %
30.27 W, 61 MiB, 1 %, 0 %
119.90 W, 311 MiB, 1 %, 0 %
122.07 W, 311 MiB, 95 %, 27 %
122.80 W, 311 MiB, 95 %, 27 %
123.06 W, 311 MiB, 100 %, 29 %
122.80 W, 311 MiB, 100 %, 29 %
123.04 W, 311 MiB, 100 %, 29 %
123.28 W, 311 MiB, 100 %, 29 %
123.30 W, 311 MiB, 100 %, 29 %
123.52 W, 311 MiB, 100 %, 29 %
123.52 W, 311 MiB, 100 %, 29 %
123.28 W, 311 MiB, 100 %, 29 %
122.55 W, 311 MiB, 100 %, 29 %
123.28 W, 311 MiB, 100 %, 29 %
123.28 W, 311 MiB, 100 %, 29 %
123.28 W, 311 MiB, 100 %, 29 %
123.28 W, 311 MiB, 100 %, 29 %
123.35 W, 311 MiB, 100 %, 29 %
123.28 W, 311 MiB, 100 %, 29 %
122.55 W, 311 MiB, 100 %, 29 %
123.04 W, 311 MiB, 100 %, 29 %
123.52 W, 311 MiB, 100 %, 29 %
123.52 W, 311 MiB, 100 %, 29 %
123.77 W, 311 MiB, 100 %, 29 %
124.01 W, 311 MiB, 100 %, 29 %
123.52 W, 311 MiB, 100 %, 29 %
2.7892391681671143
