start,duration,H2D,D2H,D2D,Throughput
0.326603,0.007606,1,0,0,8.216662
0.33433,0.00726,1,0,0,8.608357
0.341712,0.007279,1,0,0,8.585993
0.349058,35.242809,0,0,0,0
35.59198,0.022521,0,1,0,2.775224
