bitcracker,20, ./build/bitcracker_cuda, -f ./test_hash/imgWin7_recovery_password.txt -d ./Dictionary/recovery_passwords.txt -b 256 -r
aes,1,./aes, e 128 ./data/output.bmp ./data/key128.txt
aes,2,./aes, e 256 ./data/output.bmp ./data/key256.txt
aes,3,./aes, e 128 ./data/lena_gray.bmp ./data/key128.txt
aes,4,./aes, e 256 ./data/lena_gray.bmp ./data/key256.txt
aes,5,./aes, e 128 ./data/barbara_gray.bmp ./data/key128.txt
aes,6,./aes, e 256 ./data/barbara_gray.bmp ./data/key256.txt
aes,7,./aes, e 128 ./data/LAND.bmp ./data/key128.txt
aes,8,./aes, e 256 ./data/LAND.bmp ./data/key256.txt
aes,9,./aes, e 128 ./data/MARBLES.bmp ./data/key128.txt
aes,10,./aes, e 256 ./data/MARBLES.bmp ./data/key256.txt
brutehash,1, ./md5_gpu, 827ccb0eea8a706c4c34a16891f84e7b
brutehash,2, ./md5_gpu, 52b159d17a721316a60d59a587540128
brutehash,3, ./md5_gpu, bf48ddd1a07cbc7aa6ce8283cb6366d6
brutehash,4, ./md5_gpu, 11502b2096b94fac2e67cd06ff88f8f3
brutehash,5, ./md5_gpu, b85905d87599ca3a1cc38d3f512d17c2
brutehash,6, ./md5_gpu, 57f7348bef65d562a49b1161fafe3319
brutehash,7, ./md5_gpu, 6a76d58086bc912ec1faf81a391af6e0
brutehash,8, ./md5_gpu, a771d83f5b601824f271db04ad69b2d9
brutehash,9, ./md5_gpu, 351479d13df37e53ddaa984c27233877
brutehash,10, ./md5_gpu, 1f35471b31b5d14b5cb180cc52b5b004
cudaSha256,1, ./sha256, example.txt
cudaSha256,2, ./sha256, example0.txt
cudaSha256,3, ./sha256, example1.txt
cudaSha256,4, ./sha256, example2.txt
cudaSha256,5, ./sha256, example3.txt
cudaSha256,6, ./sha256, example4.txt
cudaSha256,7, ./sha256, example5.txt
cudaSha256,8, ./sha256, example6.txt
cudaSha256,9, ./sha256, example7.txt
cudaSha256,10, ./sha256, example8.txt
cudaSha256,11, ./sha256, example9.txt
hashiru,1, ./hashiru, ./testdict 3ce9cb376d1cd7163ee6ab5584edb9d2 256 448
hashiru,2, ./hashiru, ./10-million-password-list-top-100000.txt 7061706572696E6F7061706572696E6F 256 256
hashiru,3, ./hashiru, ./10-million-password-list-top-10000.txt 7061706572696E6F7061706572696E6F 256 256
hashiru,4, ./hashiru, ./darkweb2017-top1000.txt 7061706572696E6F7061706572696E6F 256 256
hashiru,5, ./hashiru, ./darkweb2017-top1000.txt 5506ce1b3ce02f2bf9043b512b31ab8b 256 256
hashiru,6, ./hashiru, ./darkweb2017-top1000.txt 3ce9cb376d1cd7163ee6ab5584edb9d2 256 256
hashiru,7, ./hashiru, ./10-million-password-list-top-100000.txt bc236dc610a4b2628ae7774b78fb80f4 256 256
hashiru,8, ./hashiru, ./10-million-password-list-top-10000.txt 1d34dceb6418dfb2229019e6f8c17f7a 256 256
hashiru,9, ./hashiru, ./darkweb2017-top1000.txt 9102283b17c452eda148353e4b76608a 256 256
hashiru,10, ./hashiru, ./darkweb2017-top1000.txt 21345c106a6a2fc95b91dd52a25962b3 256 256
md5-bruteforcer,1, ./brute, -c 2 827ccb0eea8a706c4c34a16891f84e7b
md5-bruteforcer,2, ./brute, -c 3 afdaa72a946627a8273812ca0865288a
md5-bruteforcer,3, ./brute, -c 4 e21b2684dd39a9c49783df930c395364
md5-bruteforcer,4, ./brute, -c 1 5edd86d91ca9d7f1fedbc4e6e4fafc29
md5-bruteforcer,5, ./brute, -c 3 aa96f6fb51c756126a21797a3fb0ed6f
md5-bruteforcer,6, ./brute, -c 2 a5ed7588e64a3ead742405d9790c44c7
md5-bruteforcer,7, ./brute, -c 4 031c0affd4a53db5804068e576e5c212
md5-bruteforcer,8, ./brute, -c 1 fd0d3496b22a15482c3f82ff6c0e0d23
md5-bruteforcer,9, ./brute, -c 3 76575e04b6dc2e012e625814e0bbb95f
md5-bruteforcer,10, ./brute, -c 2 bb0f47b2b112a1123fb7367bff36253e
