time,power,memory Used,u_gpu,u_memory
0.0,20.78,0.0,0.0,0.0
0.09864373207092285,40.55,75.0,0.0,0.0
0.1972874641418457,59.19,75.0,0.0,0.0
0.29593119621276853,69.29,122.0,1.0,0.0
0.3945749282836914,119.0,122.0,54.0,16.0
0.49321866035461426,125.21,122.0,54.0,16.0
0.5918623924255371,126.94,122.0,100.0,30.0
0.6905061244964599,127.52,122.0,100.0,30.0
0.7891498565673827,126.75,122.0,100.0,30.0
0.8877935886383055,126.75,122.0,100.0,30.0
0.9864373207092283,127.23,122.0,100.0,30.0
1.085081052780151,127.52,122.0,100.0,30.0
1.183724784851074,127.61,122.0,100.0,30.0
1.2823685169219967,126.94,122.0,100.0,30.0
1.3810122489929195,127.13,122.0,100.0,30.0
1.4796559810638423,127.42,122.0,100.0,30.0
1.5782997131347651,128.07,122.0,100.0,31.0
1.676943445205688,110.69,122.0,100.0,31.0
1.7755871772766108,99.1,122.0,100.0,18.0
1.8742309093475336,80.15,122.0,100.0,18.0
2.071518373489379,20.78,0.0,0.0,0.0
2.170162105560302,40.55,75.0,0.0,0.0
2.2688058376312252,59.19,75.0,0.0,0.0
2.3674495697021483,69.29,122.0,1.0,0.0
2.4660933017730713,119.0,122.0,54.0,16.0
2.5647370338439943,125.21,122.0,54.0,16.0
2.6633807659149173,126.94,122.0,100.0,30.0
2.7620244979858404,127.52,122.0,100.0,30.0
2.8606682300567634,126.75,122.0,100.0,30.0
2.9593119621276864,126.75,122.0,100.0,30.0
3.0579556941986095,127.23,122.0,100.0,30.0
3.1565994262695325,127.52,122.0,100.0,30.0
3.2552431583404555,127.61,122.0,100.0,30.0
3.3538868904113786,126.94,122.0,100.0,30.0
3.4525306224823016,127.13,122.0,100.0,30.0
3.5511743545532246,127.42,122.0,100.0,30.0
3.6498180866241476,128.07,122.0,100.0,31.0
3.7484618186950707,110.69,122.0,100.0,31.0
3.8471055507659937,99.1,122.0,100.0,18.0
3.9457492828369167,80.15,122.0,100.0,18.0
4.04439301490784,20.78,0.0,0.0,0.0
4.143036746978763,40.55,75.0,0.0,0.0
4.241680479049686,59.19,75.0,0.0,0.0
4.340324211120609,69.29,122.0,1.0,0.0
4.438967943191532,119.0,122.0,54.0,16.0
4.537611675262455,125.21,122.0,54.0,16.0
4.636255407333378,126.94,122.0,100.0,30.0
4.734899139404301,127.52,122.0,100.0,30.0
4.833542871475224,126.75,122.0,100.0,30.0
4.932186603546147,126.75,122.0,100.0,30.0
5.03083033561707,127.23,122.0,100.0,30.0
5.129474067687993,127.52,122.0,100.0,30.0
5.228117799758916,127.61,122.0,100.0,30.0
5.326761531829839,126.94,122.0,100.0,30.0
5.425405263900762,127.13,122.0,100.0,30.0
5.524048995971685,127.42,122.0,100.0,30.0
5.622692728042608,128.07,122.0,100.0,31.0
5.721336460113531,110.69,122.0,100.0,31.0
5.819980192184454,99.1,122.0,100.0,18.0
5.918623924255377,80.15,122.0,100.0,18.0
6.0172676563263,20.78,0.0,0.0,0.0
6.115911388397223,40.55,75.0,0.0,0.0
6.214555120468146,59.19,75.0,0.0,0.0
6.313198852539069,69.29,122.0,1.0,0.0
6.4118425846099925,119.0,122.0,54.0,16.0
6.5104863166809155,125.21,122.0,54.0,16.0
6.6091300487518385,126.94,122.0,100.0,30.0
6.7077737808227615,127.52,122.0,100.0,30.0
6.806417512893685,126.75,122.0,100.0,30.0
6.905061244964608,126.75,122.0,100.0,30.0
7.003704977035531,127.23,122.0,100.0,30.0
7.102348709106454,127.52,122.0,100.0,30.0
7.200992441177377,127.61,122.0,100.0,30.0
7.2996361732483,126.94,122.0,100.0,30.0
7.398279905319223,127.13,122.0,100.0,30.0
7.496923637390146,127.42,122.0,100.0,30.0
7.595567369461069,128.07,122.0,100.0,31.0
7.694211101531992,110.69,122.0,100.0,31.0
7.792854833602915,99.1,122.0,100.0,18.0
7.891498565673838,80.15,122.0,100.0,18.0
7.990142297744761,20.78,0.0,0.0,0.0
8.088786029815683,40.55,75.0,0.0,0.0
8.187429761886605,59.19,75.0,0.0,0.0
8.286073493957527,69.29,122.0,1.0,0.0
8.38471722602845,119.0,122.0,54.0,16.0
8.483360958099372,125.21,122.0,54.0,16.0
8.582004690170294,126.94,122.0,100.0,30.0
8.680648422241216,127.52,122.0,100.0,30.0
8.779292154312138,126.75,122.0,100.0,30.0
8.87793588638306,126.75,122.0,100.0,30.0
8.976579618453982,127.23,122.0,100.0,30.0
9.075223350524904,127.52,122.0,100.0,30.0
9.173867082595827,127.61,122.0,100.0,30.0
9.272510814666749,126.94,122.0,100.0,30.0
9.371154546737671,127.13,122.0,100.0,30.0
9.469798278808593,127.42,122.0,100.0,30.0
9.568442010879515,128.07,122.0,100.0,31.0
9.667085742950437,110.69,122.0,100.0,31.0
9.76572947502136,99.1,122.0,100.0,18.0
9.864373207092282,80.15,122.0,100.0,18.0
9.963016939163204,20.78,0.0,0.0,0.0
10.061660671234126,40.55,75.0,0.0,0.0
10.160304403305048,59.19,75.0,0.0,0.0
10.25894813537597,69.29,122.0,1.0,0.0
10.357591867446892,119.0,122.0,54.0,16.0
10.456235599517814,125.21,122.0,54.0,16.0
10.554879331588737,126.94,122.0,100.0,30.0
10.653523063659659,127.52,122.0,100.0,30.0
10.75216679573058,126.75,122.0,100.0,30.0
10.850810527801503,126.75,122.0,100.0,30.0
10.949454259872425,127.23,122.0,100.0,30.0
11.048097991943347,127.52,122.0,100.0,30.0
11.14674172401427,127.61,122.0,100.0,30.0
11.245385456085192,126.94,122.0,100.0,30.0
11.344029188156114,127.13,122.0,100.0,30.0
11.442672920227036,127.42,122.0,100.0,30.0
