power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.98 W, 0 MiB, 0 %, 0 %
43.05 W, 75 MiB, 0 %, 0 %
58.82 W, 75 MiB, 1 %, 0 %
73.59 W, 122 MiB, 3 %, 0 %
117.11 W, 122 MiB, 3 %, 0 %
125.40 W, 122 MiB, 100 %, 30 %
126.94 W, 122 MiB, 100 %, 30 %
127.61 W, 122 MiB, 100 %, 30 %
126.84 W, 122 MiB, 100 %, 30 %
126.84 W, 122 MiB, 100 %, 30 %
127.13 W, 122 MiB, 100 %, 30 %
127.71 W, 122 MiB, 100 %, 30 %
128.00 W, 122 MiB, 100 %, 31 %
127.13 W, 122 MiB, 100 %, 31 %
127.13 W, 122 MiB, 100 %, 30 %
127.52 W, 122 MiB, 100 %, 30 %
128.17 W, 122 MiB, 100 %, 30 %
110.21 W, 122 MiB, 100 %, 28 %
97.68 W, 122 MiB, 100 %, 28 %
82.92 W, 122 MiB, 100 %, 11 %
1.9737286567687988
