power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.98 W, 0 MiB, 0 %, 0 %
57.79 W, 331 MiB, 0 %, 0 %
81.80 W, 364 MiB, 29 %, 4 %
88.04 W, 364 MiB, 29 %, 4 %
88.91 W, 364 MiB, 100 %, 0 %
89.19 W, 364 MiB, 100 %, 0 %
89.19 W, 364 MiB, 100 %, 0 %
89.19 W, 364 MiB, 100 %, 0 %
89.19 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.47 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.49 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.37 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
89.39 W, 364 MiB, 100 %, 0 %
