power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
21.07 W, 0 MiB, 0 %, 0 %
78.28 W, 76 MiB, 0 %, 0 %
154.82 W, 76 MiB, 45 %, 38 %
168.68 W, 76 MiB, 45 %, 38 %
170.86 W, 76 MiB, 100 %, 85 %
171.15 W, 76 MiB, 100 %, 85 %
171.05 W, 76 MiB, 100 %, 85 %
171.24 W, 76 MiB, 100 %, 85 %
170.31 W, 76 MiB, 100 %, 85 %
171.72 W, 76 MiB, 100 %, 85 %
172.11 W, 76 MiB, 100 %, 85 %
172.20 W, 76 MiB, 100 %, 85 %
172.20 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
171.72 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.20 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
171.72 W, 76 MiB, 100 %, 85 %
172.30 W, 76 MiB, 100 %, 85 %
172.30 W, 76 MiB, 100 %, 85 %
172.30 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
171.53 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.30 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
171.18 W, 76 MiB, 100 %, 85 %
172.10 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.01 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.68 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.68 W, 76 MiB, 100 %, 85 %
172.68 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
171.91 W, 76 MiB, 100 %, 85 %
172.20 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.59 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
171.53 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.49 W, 76 MiB, 100 %, 85 %
172.78 W, 76 MiB, 100 %, 85 %
172.68 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
172.78 W, 76 MiB, 100 %, 85 %
171.18 W, 76 MiB, 100 %, 85 %
172.39 W, 76 MiB, 100 %, 85 %
