power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.98 W, 0 MiB, 0 %, 0 %
20.98 W, 0 MiB, 0 %, 0 %
21.07 W, 0 MiB, 0 %, 0 %
21.07 W, 0 MiB, 0 %, 0 %
26.76 W, 18 MiB, 0 %, 0 %
56.31 W, 75 MiB, 5 %, 0 %
64.65 W, 78 MiB, 5 %, 0 %
62.93 W, 75 MiB, 18 %, 1 %
62.35 W, 75 MiB, 0 %, 0 %
63.11 W, 75 MiB, 0 %, 0 %
62.55 W, 75 MiB, 4 %, 0 %
70.13 W, 82 MiB, 4 %, 0 %
66.49 W, 75 MiB, 42 %, 3 %
62.93 W, 75 MiB, 1 %, 0 %
62.35 W, 75 MiB, 1 %, 0 %
62.55 W, 75 MiB, 4 %, 0 %
63.69 W, 75 MiB, 4 %, 0 %
78.09 W, 97 MiB, 29 %, 2 %
81.18 W, 97 MiB, 29 %, 2 %
68.13 W, 75 MiB, 100 %, 8 %
63.13 W, 75 MiB, 13 %, 1 %
62.55 W, 75 MiB, 13 %, 1 %
62.65 W, 75 MiB, 4 %, 0 %
63.69 W, 75 MiB, 4 %, 0 %
73.39 W, 160 MiB, 14 %, 1 %
75.80 W, 160 MiB, 100 %, 14 %
76.19 W, 160 MiB, 100 %, 14 %
76.48 W, 160 MiB, 100 %, 14 %
76.38 W, 160 MiB, 100 %, 14 %
76.28 W, 160 MiB, 100 %, 14 %
76.48 W, 160 MiB, 100 %, 14 %
76.48 W, 160 MiB, 100 %, 14 %
76.48 W, 160 MiB, 100 %, 14 %
65.04 W, 75 MiB, 100 %, 14 %
62.84 W, 75 MiB, 26 %, 3 %
62.35 W, 75 MiB, 26 %, 3 %
62.64 W, 75 MiB, 0 %, 0 %
63.78 W, 265 MiB, 13 %, 1 %
77.22 W, 265 MiB, 13 %, 1 %
80.02 W, 265 MiB, 86 %, 7 %
80.60 W, 265 MiB, 86 %, 7 %
80.60 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
76.36 W, 265 MiB, 100 %, 8 %
65.71 W, 75 MiB, 100 %, 8 %
62.93 W, 75 MiB, 32 %, 2 %
62.45 W, 75 MiB, 0 %, 0 %
62.74 W, 75 MiB, 0 %, 0 %
64.27 W, 75 MiB, 5 %, 0 %
71.19 W, 412 MiB, 5 %, 0 %
74.55 W, 412 MiB, 81 %, 8 %
74.93 W, 412 MiB, 81 %, 8 %
74.93 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 11 %
74.74 W, 412 MiB, 100 %, 10 %
74.74 W, 412 MiB, 100 %, 10 %
74.74 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 11 %
75.22 W, 412 MiB, 100 %, 11 %
75.32 W, 412 MiB, 100 %, 11 %
75.13 W, 412 MiB, 100 %, 11 %
75.22 W, 412 MiB, 100 %, 11 %
