power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.78 W, 0 MiB, 0 %, 0 %
37.66 W, 85 MiB, 0 %, 0 %
84.76 W, 85 MiB, 1 %, 0 %
101.07 W, 85 MiB, 59 %, 1 %
109.99 W, 85 MiB, 59 %, 1 %
111.12 W, 85 MiB, 100 %, 2 %
112.28 W, 85 MiB, 100 %, 2 %
112.28 W, 85 MiB, 99 %, 2 %
110.76 W, 85 MiB, 100 %, 2 %
110.66 W, 85 MiB, 100 %, 2 %
111.70 W, 85 MiB, 99 %, 2 %
111.22 W, 85 MiB, 99 %, 2 %
111.03 W, 85 MiB, 99 %, 2 %
111.89 W, 85 MiB, 100 %, 2 %
111.41 W, 85 MiB, 100 %, 2 %
111.80 W, 85 MiB, 99 %, 2 %
111.99 W, 85 MiB, 99 %, 2 %
111.51 W, 85 MiB, 99 %, 2 %
78.90 W, 82 MiB, 99 %, 2 %
64.58 W, 82 MiB, 56 %, 1 %
62.64 W, 82 MiB, 0 %, 0 %
62.35 W, 82 MiB, 0 %, 0 %
62.45 W, 70 MiB, 0 %, 0 %
2.2711384296417236
