time,power,memory Used,u_gpu,u_memory
0.0,21.07,0.0,0.0,0.0
0.10092814833530786,58.28,331.0,0.0,0.0
0.20185629667061572,127.39,364.0,7.0,4.0
0.3027844450059236,147.38,364.0,96.0,0.0
0.40371259334123144,149.95,364.0,96.0,0.0
0.5046407416765393,150.6,364.0,100.0,0.0
0.6055688900118471,150.89,364.0,100.0,0.0
0.7064970383471549,150.86,364.0,100.0,0.0
0.8074251866824628,150.91,364.0,100.0,0.0
0.9083533350177706,151.06,364.0,100.0,0.0
1.0092814833530785,151.06,364.0,100.0,0.0
1.1102096316883865,151.03,364.0,100.0,0.0
1.2111377800236944,151.23,364.0,100.0,0.0
1.3120659283590024,151.23,364.0,100.0,0.0
1.4129940766943103,151.32,364.0,100.0,0.0
1.5139222250296183,151.42,364.0,100.0,0.0
1.6148503733649262,151.42,364.0,100.0,0.0
1.7157785217002341,151.51,364.0,100.0,0.0
1.816706670035542,151.51,364.0,100.0,0.0
1.91763481837085,151.51,364.0,100.0,0.0
2.018562966706158,151.51,364.0,100.0,0.0
2.1194911150414657,151.61,364.0,100.0,0.0
2.2204192633767734,151.61,364.0,100.0,0.0
2.321347411712081,151.61,364.0,100.0,0.0
2.422275560047389,151.61,364.0,100.0,0.0
2.5232037083826966,151.61,364.0,100.0,0.0
2.6241318567180043,151.61,364.0,100.0,0.0
2.725060005053312,151.61,364.0,100.0,0.0
2.8259881533886198,151.61,364.0,100.0,0.0
2.9269163017239275,151.61,364.0,100.0,0.0
3.027844450059235,151.7,364.0,100.0,0.0
3.128772598394543,151.61,364.0,100.0,0.0
3.2297007467298506,151.61,364.0,100.0,0.0
3.3306288950651584,151.61,364.0,100.0,0.0
3.431557043400466,151.61,364.0,100.0,0.0
3.532485191735774,151.7,364.0,100.0,0.0
3.6334133400710815,151.7,364.0,100.0,0.0
3.7343414884063892,151.61,364.0,100.0,0.0
3.835269636741697,151.7,364.0,100.0,0.0
3.9361977850770047,151.7,364.0,100.0,0.0
4.037125933412312,151.7,364.0,100.0,0.0
4.138054081747621,151.7,364.0,100.0,0.0
4.238982230082929,151.7,364.0,100.0,0.0
4.339910378418237,151.7,364.0,100.0,0.0
4.440838526753545,151.7,364.0,100.0,0.0
4.541766675088853,151.7,364.0,100.0,0.0
4.642694823424161,151.76,364.0,100.0,0.0
4.74362297175947,151.8,364.0,100.0,0.0
4.844551120094778,151.7,364.0,100.0,0.0
4.945479268430086,151.8,364.0,100.0,0.0
5.046407416765394,151.8,364.0,100.0,0.0
5.147335565100702,151.8,364.0,100.0,0.0
5.24826371343601,151.7,364.0,100.0,0.0
5.349191861771319,151.7,364.0,100.0,0.0
5.450120010106627,151.8,364.0,100.0,0.0
5.551048158441935,151.8,364.0,100.0,0.0
5.651976306777243,151.8,364.0,100.0,0.0
5.752904455112551,151.8,364.0,100.0,0.0
5.853832603447859,151.7,364.0,100.0,0.0
5.9547607517831675,151.7,364.0,100.0,0.0
6.055688900118476,151.8,364.0,100.0,0.0
6.156617048453784,151.8,364.0,100.0,0.0
6.257545196789092,151.7,364.0,100.0,0.0
6.3584733451244,151.7,364.0,100.0,0.0
6.459401493459708,151.7,364.0,100.0,0.0
6.5603296417950165,151.8,364.0,100.0,0.0
6.661257790130325,151.8,364.0,100.0,0.0
6.762185938465633,151.8,364.0,100.0,0.0
6.863114086800941,151.8,364.0,100.0,0.0
6.964042235136249,151.7,364.0,100.0,0.0
7.064970383471557,151.8,364.0,100.0,0.0
7.1658985318068655,151.8,364.0,100.0,0.0
7.266826680142174,151.8,364.0,100.0,0.0
7.367754828477482,151.8,364.0,100.0,0.0
7.46868297681279,151.8,364.0,100.0,0.0
7.569611125148098,151.8,364.0,100.0,0.0
7.670539273483406,151.8,364.0,100.0,0.0
