time,power,memory Used,u_gpu,u_memory
0.0,20.78,0.0,0.0,0.0
0.06473135948181152,44.4,72.0,0.0,0.0
0.19419407844543457,20.78,0.0,0.0,0.0
0.2589254379272461,44.4,72.0,0.0,0.0
0.3236567974090576,20.78,0.0,0.0,0.0
0.38838815689086914,44.4,72.0,0.0,0.0
0.45311951637268066,20.78,0.0,0.0,0.0
0.5178508758544922,44.4,72.0,0.0,0.0
0.5825822353363037,20.78,0.0,0.0,0.0
0.6473135948181152,44.4,72.0,0.0,0.0
0.7120449542999268,20.78,0.0,0.0,0.0
0.7767763137817383,44.4,72.0,0.0,0.0
0.8415076732635498,20.78,0.0,0.0,0.0
0.9062390327453613,44.4,72.0,0.0,0.0
0.9709703922271729,20.78,0.0,0.0,0.0
1.0357017517089844,44.4,72.0,0.0,0.0
1.100433111190796,20.78,0.0,0.0,0.0
1.1651644706726074,44.4,72.0,0.0,0.0
1.229895830154419,20.78,0.0,0.0,0.0
1.2946271896362305,44.4,72.0,0.0,0.0
1.359358549118042,20.78,0.0,0.0,0.0
1.4240899085998535,44.4,72.0,0.0,0.0
1.488821268081665,20.78,0.0,0.0,0.0
1.5535526275634766,44.4,72.0,0.0,0.0
1.618283987045288,20.78,0.0,0.0,0.0
1.6830153465270996,44.4,72.0,0.0,0.0
1.7477467060089111,20.78,0.0,0.0,0.0
1.8124780654907227,44.4,72.0,0.0,0.0
1.8772094249725342,20.78,0.0,0.0,0.0
1.9419407844543457,44.4,72.0,0.0,0.0
2.0066721439361572,20.78,0.0,0.0,0.0
2.0714035034179688,44.4,72.0,0.0,0.0
2.1361348628997803,20.78,0.0,0.0,0.0
2.200866222381592,44.4,72.0,0.0,0.0
2.2655975818634033,20.78,0.0,0.0,0.0
2.330328941345215,44.4,72.0,0.0,0.0
2.3950603008270264,20.78,0.0,0.0,0.0
2.459791660308838,44.4,72.0,0.0,0.0
2.5245230197906494,20.78,0.0,0.0,0.0
2.589254379272461,44.4,72.0,0.0,0.0
2.6539857387542725,20.78,0.0,0.0,0.0
2.718717098236084,44.4,72.0,0.0,0.0
2.7834484577178955,20.78,0.0,0.0,0.0
2.848179817199707,44.4,72.0,0.0,0.0
2.9129111766815186,20.78,0.0,0.0,0.0
2.97764253616333,44.4,72.0,0.0,0.0
3.0423738956451416,20.78,0.0,0.0,0.0
3.107105255126953,44.4,72.0,0.0,0.0
3.1718366146087646,20.78,0.0,0.0,0.0
3.236567974090576,44.4,72.0,0.0,0.0
3.3012993335723877,20.78,0.0,0.0,0.0
3.366030693054199,44.4,72.0,0.0,0.0
3.4307620525360107,20.78,0.0,0.0,0.0
3.4954934120178223,44.4,72.0,0.0,0.0
3.560224771499634,20.78,0.0,0.0,0.0
3.6249561309814453,44.4,72.0,0.0,0.0
3.689687490463257,20.78,0.0,0.0,0.0
3.7544188499450684,44.4,72.0,0.0,0.0
3.81915020942688,20.78,0.0,0.0,0.0
3.8838815689086914,44.4,72.0,0.0,0.0
3.948612928390503,20.78,0.0,0.0,0.0
4.0133442878723145,44.4,72.0,0.0,0.0
4.078075647354126,20.78,0.0,0.0,0.0
4.1428070068359375,44.4,72.0,0.0,0.0
4.207538366317749,20.78,0.0,0.0,0.0
4.2722697257995605,44.4,72.0,0.0,0.0
4.337001085281372,20.78,0.0,0.0,0.0
4.401732444763184,44.4,72.0,0.0,0.0
4.466463804244995,20.78,0.0,0.0,0.0
4.531195163726807,44.4,72.0,0.0,0.0
4.595926523208618,20.78,0.0,0.0,0.0
4.66065788269043,44.4,72.0,0.0,0.0
4.725389242172241,20.78,0.0,0.0,0.0
4.790120601654053,44.4,72.0,0.0,0.0
4.854851961135864,20.78,0.0,0.0,0.0
4.919583320617676,44.4,72.0,0.0,0.0
4.984314680099487,20.78,0.0,0.0,0.0
5.049046039581299,44.4,72.0,0.0,0.0
5.11377739906311,20.78,0.0,0.0,0.0
5.178508758544922,44.4,72.0,0.0,0.0
5.243240118026733,20.78,0.0,0.0,0.0
