power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.88 W, 0 MiB, 0 %, 0 %
20.98 W, 0 MiB, 0 %, 0 %
43.25 W, 75 MiB, 1 %, 0 %
61.20 W, 75 MiB, 1 %, 0 %
72.13 W, 82 MiB, 13 %, 1 %
64.65 W, 75 MiB, 13 %, 1 %
76.74 W, 97 MiB, 37 %, 3 %
80.89 W, 97 MiB, 93 %, 8 %
70.23 W, 75 MiB, 93 %, 8 %
71.48 W, 160 MiB, 45 %, 4 %
75.32 W, 160 MiB, 45 %, 4 %
76.19 W, 160 MiB, 99 %, 14 %
76.38 W, 160 MiB, 100 %, 14 %
76.38 W, 160 MiB, 100 %, 14 %
76.38 W, 160 MiB, 100 %, 14 %
76.38 W, 160 MiB, 100 %, 14 %
76.48 W, 160 MiB, 100 %, 14 %
76.48 W, 160 MiB, 100 %, 14 %
67.55 W, 75 MiB, 100 %, 14 %
67.94 W, 265 MiB, 36 %, 4 %
78.96 W, 265 MiB, 36 %, 4 %
80.31 W, 265 MiB, 100 %, 8 %
80.60 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.89 W, 265 MiB, 100 %, 8 %
80.79 W, 265 MiB, 100 %, 8 %
70.81 W, 75 MiB, 96 %, 8 %
64.65 W, 75 MiB, 96 %, 8 %
72.91 W, 412 MiB, 33 %, 2 %
74.74 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 10 %
74.84 W, 412 MiB, 100 %, 10 %
74.74 W, 412 MiB, 100 %, 10 %
74.93 W, 412 MiB, 100 %, 11 %
74.93 W, 412 MiB, 100 %, 11 %
75.13 W, 412 MiB, 100 %, 11 %
75.22 W, 412 MiB, 100 %, 11 %
75.22 W, 412 MiB, 100 %, 11 %
75.13 W, 412 MiB, 100 %, 11 %
75.22 W, 412 MiB, 100 %, 11 %
75.03 W, 412 MiB, 100 %, 10 %
75.03 W, 412 MiB, 100 %, 10 %
75.03 W, 412 MiB, 100 %, 10 %
75.03 W, 412 MiB, 100 %, 11 %
75.13 W, 412 MiB, 100 %, 11 %
75.32 W, 412 MiB, 100 %, 11 %
75.32 W, 412 MiB, 100 %, 11 %
75.22 W, 412 MiB, 100 %, 11 %
