==4422== NVPROF is profiling process 4422, command: ./bin/CoMD-cuda -e -x 64 -y 64 -z 64 2>&1 > /dev/null
==4422== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==4422== Execution timeout, stopping the application...
==4422== Profiling application: ./bin/CoMD-cuda -e -x 64 -y 64 -z 64 2>&1 > /dev/null
==4422== Profiling result:
==4422== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla P100-PCIE-12GB (0)","AdvancePosition(SimGpuSt, double)",12,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",7.912557%,9.290301%,8.700402%
"Tesla P100-PCIE-12GB (0)","void EAM_Force_thread_atom<int=3, bool=0>(SimGpuSt, AtomList)",12,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.030545%,0.031306%,0.030981%
"Tesla P100-PCIE-12GB (0)","void EAM_Force_thread_atom<int=1, bool=0>(SimGpuSt, AtomList)",12,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.020800%,0.021123%,0.020981%
"Tesla P100-PCIE-12GB (0)","void CompactAtoms<int=0>(SimGpuSt, int, int*)",13,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.008978%,0.018290%,0.013528%
"Tesla P100-PCIE-12GB (0)","emptyNeighborListGpuKernel(SimGpuSt, int)",1,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.285890%,0.285890%,0.285890%
"Tesla P100-PCIE-12GB (0)","SetLinearIndices(SimGpuSt, int, int, int*)",12,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.056702%,0.060151%,0.058393%
"Tesla P100-PCIE-12GB (0)","UpdateBoundaryList(SimGpuSt, AtomList, int, int*, int*)",24,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.022911%,0.277577%,0.043292%
"Tesla P100-PCIE-12GB (0)","updateNAtoms(int*, int*, int)",72,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.242930%,0.346624%,0.306654%
"Tesla P100-PCIE-12GB (0)","fill(int*, int, int*, int*)",242,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.101609%,0.780603%,0.167220%
"Tesla P100-PCIE-12GB (0)","ShuffleAtomsData(SimGpuSt, int, int, int*, int, int*)",12,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",7.065270%,7.526745%,7.347139%
